-2106372044	Перемикач увімкнено
-2106004714	Check22
-2105818621	panelChoice
-2105761984	Код активації, який ви вказали не відповідає вказаному e-mail.\r\n\r\nПереходимо до оплати?
-2104829155	OptBack
-2104394468	SysInfo6
-2103961533	\\Sensor\\Permissions\\{BFA794E4-F964-4FDB-90F6-51056BFE4B44}
-2103620861	Ram
-2102883922	ServNetFramework
-2102642039	EmailOkIdNot
-2102441771	AboutHeaderAbout
-2102076935	AutoConfigURL
-2101772665	DesktopBackground\\Shell\\cmd
-2101582306	checkBoxCleaner17
-2101551018	GetFileHash1
-2100526798	\\Internet Settings\\Zones\\3
-2100136712	\\Apple Computer\\iTunes\\SubscriptionPlayCache
-2099708158	Serv4
-2098024654	.lnk
-2097410223	yyyy-MM-dd HH:mm:ss
-2097166130	Serv17
-2097004310	cmd.exe /c takeown /f "%1" /r /d y && icacls "%1" /grant 
-2096635862	OptChooseFolderDialog
-2096283650	Check41
-2095320765	\\Microsoft.NET
-2095009207	restore1
-2094574520	Ich verwende nichts von Xbox-, Controller- oder Xbox-Spielspeichern
-2094354390	ProgramsAndFeatures
-2093226543	Сделать скролл-бар (полосу прокрутки) тоньше
-2093202054	Стандартный монитор
-2091079357	RestoreConfidentiality7
-2090622020	services.msc
-2090621294	StartupYellowTip7
-2090558945	SourceHash*
-2088262818	Remove arrows from shortcuts
-2087421828	Software\\Classes\\CLSID\\{20D04FE0-3AEA-1069-A2D8-08002B30309D}\\shell\\SerServices
-2086274424	ProgramsAndFeatures
-2085365409	Directory\\shell\\EmptyThisFolder
-2085002440	Якщо ви не використовуєте локальну мережу, цим пунктом ви зможете відключити відразу пачку служб, які періодично працюють у фоні.
-2083272658	MenuItem7
-2083084269	\\Fonts
-2083003359	Terminating background process, to empty memory and increasing PC speed. Currently opened programs will not be affected.\r\n\r\nPro version additionally clearing the RAM itself, unloading RAM cache and frozen libraries.
-2082903865	\\winevt\\Logs
-2082684274	SOFTWARE\\Classes\\.rtf\\ShellNew
-2081971130	Deaktivieren der Aufzeichnung des Nutzerverhaltens
-2080355396	LeftMenu11
-2080003139	PageSpaceControlSizer
-2079327142	Präfix «Verknüpfung für ... » / postfix «-Verknüpfung» löschen
-2078980512	Feedback_text
-2077687263	Disabling all types of Windows synchronization
-2077241764	UninstallString
-2076589868	This tweak disables your step by step behavior activity such as:\r\n\r\n • Making screenshots\r\n • Typing text\r\n • Launching of programs\r\n • Webcam access on a Lockscreen\r\n   and much much more...
-2075962539	Якщо ваш комп'ютер не використовує авторизацію через Смарт-карти та взагалі ніяк із Смарт-картами не пов'язаний, обирайте цей пункт.\r\n\r\nЯкщо ви не знаєте, що таке Смарт-карти, тим паче обирайте.
-2075601934	PersonalMSI
-2074503602	Не рекомендується запускати декілька копій програми одночасно
-2074326595	IPShow
-2074075774	Zurück
-2073261350	Виконую
-2072500623	SettingsItemlabel02
-2072411622	The export file successfully saved\r\nnext to Win 10 Tweaker
-2072395440	Ваш прошлый код активации:
-2072272092	stisvc
-2071975982	System
-2071003446	Wenden Sie die Konfiguration an, damit Ihr Internetanbieter den Verbrauch Ihres mobilen Datenverkehrs auf Ihrem PC nicht verfolgen kann. Somit zahlen Sie nicht mehr für das Überschreiten des Limits.
-2070601832	YouTubeMiniLabel3
-2070528031	Confidentiality16
-2070235947	StickyNotes_
-2070057300	ElementName
-2069513165	Наведите мышь на любой пункт, чтобы получить его подробное описание.\r\n\r\nНажимая на значок стрелки рядом с чекбоксом, вы восстанавливаете системное значение, которое заложено в Windows по умолчанию.
-2069499484	Serv16
-2068824406	Alle Optimierungen, die Win 10 Tweaker angewendet hat, haben Sie erfolgreich zurückergestellt.
-2068800417	AboutGetBeta
-2068706067	Replace duplicate files with hardlinks. Safe operation for JPG, MP3 and stuff like that, but be careful with program files, because of risk to damage them.
-2067846896	Ram70
-2067434063	ImportExtsDone
-2067200709	IKEEXT
-2066811655	checkAll
-2066597464	vmicheartbeat
-2065207338	Отображать расширения
-2065193657	SeDebugPrivilege
-2064775500	Активировать Pro-версию
-2064530381	ie4uinit-userconfig.log
-2064448167	Check57
-2064364067	Я не використовую локальну мережу (ні дротову, ні бездротову)
-2064280174	SysInfoConnectionError
-2063806818	Tipps
-2063670130	\\LogFiles
-2063444943	\\Uploadee.exe
-2061757204	schtasks /change /tn "\\Microsoft\\Office\\Office ClickToRun Service Monitor" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetry\\AgentFallBack2016" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetry\\AgentFallBack2016" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetry\\OfficeTelemetryAgentLogOn2016" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetryAgentFallBack2016" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetryAgentLogOn2016" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetryAgentFallBack" /enable &schtasks /change /tn "\\Microsoft\\Office\\OfficeTelemetryAgentLogOn" /enable &schtasks /change /tn "\\Microsoft\\Office\\Office 15 Subscription Heartbeat" /enable &schtasks /change /tn "\\Microsoft\\Windows\\Device Information\\Device" /enable &schtasks /change /tn "\\Microsoft\\Windows\\Device Information\\Device User" /enable
-2061585246	null
-2061068009	YouTube4
-2060115849	Check55
-2059912634	Software\\Microsoft\\Internet Explorer\\Main
-2059843173	\\OneDriveSetup.exe
-2059117724	PersonalDefender
-2058476156	Если вам повезло быть знакомым с PotPlayer и другими замечательными плеерами, стоит отключить недоразумение под названием Windows Media.
-2057872383	PersonalApplied
-2057437696	\\RemotePackages
-2057228450	SysInfo4
-2056809998	MemoryWasReleased
-2056243083	Skriptdatei VBScript.vbs
-2056087813	Serv23
-2056028730	...
-2055632441	Учитывая то, что у вас ноутбук, возможно, вы захотите использовать Windows Hello и авторизовываться по отпечатку пальца / распознаванию лица. Если нет, смело отмечайте для отключения.
-2054791091	При досягненні 90%
-2054422249	%SystemRoot%\\System32\\display.dll,-1
-2054196555	Disk Management
-2054181543	CommandWindow
-2053348430	This tweak removes «3D objects» menu item from the left column of Explorer.
-2053254998	Legacy
-2053135030	Interface4
-2053005574	Screenshot has been saved on the Desktop.
-2052892300	Entfernt Müllelemente aus dem Kontextmenü
-2052762844	SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\PasswordLess\\Device
-2052513199	https://google.com
-2051187693	Language Hotkey
-2050985796	diagnosticshub.standardcollector.service
-2050130103	FaviconURL
-2050041744	dllfile\\shell\\runas
-2049612542	Getstarted_text
-2049555524	Правила не существует
-2049507359	Хочете скопіювати помилку в буфер обміну та повідомити про неї розробнику?
-2048785882	Все плиточные приложения удалены.
-2048688378	Serv26
-2048636506	Enabled
-2048432398	мс
-2048187964	System5
-2047970349	DisagreeButton
-2047647248	PersonalNC
-2045558979	PersonalApplied
-2043956969	SysInfoPC
-2043722920	System
-2043527912	ToastEnabled
-2043168445	del %systemroot%\\system32\\tasks\\OneDrive* /q /f
-2042837258	ContextMenu16
-2042591839	confidentiality11
-2042430019	The System will be inaccessible during this maintenance.
-2042374381	Відеокарта:
-2042374142	false
-2041734158	мс
-2041573173	При досягненні 80%
-2040690118	В вашей Windows выпилена система резервного копирования / восстановления.
-2040282793	Clearing temporary folders, IE installation cache, online installation cache, and such other files from IE catalogs. It will also remove shortcuts from Navigation pane.
-2040255431	StartupForCurrent
-2039436075	Interface12
-2038956077	Показати
-2038924008	-
-2038250043	Ja
-2038027227	SYSTEM\\CurrentControlSet\\Services\\WinDefend
-2037838002	Оновити оболонку
-2037291925	RAMContextMenuClear
-2037227197	RAM Cache Cleaner
-2036397972	One-time access (required to get privileges on trash catalogs)
-2036343248	\\WinSxS\\InstallTemp
-2036128477	Microsoft.
-2035780766	cmdfile\\
-2034605019	Es sieht so aus, als ob Sie kürzlich eine Reinigung durchgeführt haben oder das System zu frisch ist.\r\nVersuche es später.
-2034542625	_ram
-2033799128	\\Drivers\\
-2033774445	SOFTWARE\\Classes\\Directory\\background\\shell\\cmd
-2033745164	Win10HomeSuggestion
-2033688527	imageres.dll,222
-2032472108	Bloody7
-2032160550	Готово
-2031565929	Правило вже існує
-2030449164	DotDark
-2029689863	-270
-2029504019	NtfsLog
-2029424464	Users\\Username
-2028420977	DarkSkin
-2027282241	ОЗУ:
-2026700188	checkBoxCleaner9
-2026490073	BlockexeSuccessCreated
-2026489822	Wecker und Uhren
-2026047570	Personal10minutes
-2025599171	RestoreSystem9
-2025261094	PersonalHiberfil
-2024852957	UploaderSkySkin
-2024818649	.glb
-2023517033	confidentiality10
-2023074588	Kill
-2023055268	Add item «Create symbolic link» to files and folders context menu. Works only with UAC disabled.
-2021352499	-210
-2020858688	Verdana
-2020676490	ImportSuccessful
-2019655212	ServAppsNotVisited1
-2019339139	LeftMenu1
-2018701576	Скинути конфігурацію?
-2018389218	Тут ви можете видалити будь-яку програму простим натисканням на хрестик у кутку значка.\r\n\r\nЩоб повернути будь-яку програму, просто натисніть на її значок.
-2018387376	Geben Sie den Ordner mit den Treibern an, die Sie installieren möchten:
-2018177378	Apply
-2018156353	Firewall_Allow
-2017829560	PopupCopied
-2016663405	%systemroot%\\regedit.exe
-2016176247	Es wird nicht empfohlen, mehrere Kopien des Programms gleichzeitig zu starten
-2015223512	Wurde gelöscht: 
-2015170457	Вы можете очищать ОЗУ колесом (средней кнопкой мыши) и в режиме плавающего виджета, и в трее.
-2014322934	\\LogFiles\\WMI
-2014222684	SystemPaneSuggestionsEnabled
-2013262222	SysInfoConnected
-2012722764	Import Win 10 Tweaker settings
-2012610236	Загрузить на Upload.ee
-2012416052	OfficeHub_
-2012386625	SysMain
-2011438693	installiert
-2010628538	ResAllButton
-2010258054	:
-2009840014	BlockexeSuccessDeleted
-2009226468	\\LogFiles\\Scm
-2009071566	Если хотите, чтобы ваша Windows Home\r\nполучила поддержку Групповой политики,\r\nкликните на это сообщение.
-2009014929	imageres.dll,236
-2008762353	Enabled_old
-2008756812	Запустить
-2008636203	system16
-2008107123	seguisb.ttf
-2007968569	StartupForAll
-2007952804	WindowsSettings
-2007705717	SELECT * FROM Win32_VideoController
-2007629069	Очистить кеш ескізів (прев'ю) провідника Windows (у всіх папках), а також застарілу інформацію живих плиток рідного Меню Пуск. Буде необхідний Вихід / перезапуск Провідника.
-2007358868	Переместить в корзину
-2006683440	Fehler beim Aktivieren der Pro version.\r\n\r\nEs kann sein, dass Sie während der Kaufphase die Zahlung nicht bestätigt oder die Seite vorzeitig geschlossen wurde.\r\n\r\nKlicken Sie Ja, um die Zahlung abzuschließen.\r\nKlicken Sie Nein, um eine schon gekaufte Aktivierungscode wiederherzustellen.
-2006573042	ContextMenu15
-2005975124	Restoration
-2005835315	VBEFile\\
-2005557169	Сброс конфигурации
-2004283509	Створює ярлики на Робочому столі\r\n• Перезавантаження\r\n• Оновити оболонку\r\n\r\nОновлення оболонки — це авторський скрипт, який правильно оновлює оболонку Провідника, не провокуючи його перезапуск. При цьому і кеш ярликів оновлюється, на відміну від стандартного Оновити, і кеш значків по типу розширень оновлюється з першого разу.
-2003593650	MaxSize
-2003499656	SysInfo1
-2003200693	\\Package Cache
-2003193436	system1
-2002023062	\\Explorer\\Serialize
-2001923994	Файл реестра.reg
-2001625508	Открывать .nfo и неизвестные файлы Блокнотом
-2001164068	00000000
-2001150438	Confidentiality13
-2000740618	If you've already configured the Internet, LAN, set DNS, and configured other network settings, then you don't need constantly running services.
-2000735151	Serv7
-2000633614	Check56
-2000509089	SYSTEM\\CurrentControlSet\\Control\\Class\\{4d36e972-e325-11ce-bfc1-08002be10318}\\0001
-2000249164	HKLM\\Software\\Policies\\Microsoft\\PCHealth\\ErrorReporting\\DW!DWNoSecondLevelCollection
-1999881447	Конфигурация служб осталась без изменений.
-1999423814	.cmd\\ShellNew
-1998479829	SettingsItemlabel03
-1998473860	MenuText
-1998148621	Xbox_
-1996897656	Сбросить подсказки и предупреждения
-1996193232	\\Common Files\\microsoft shared\\ink
-1995806895	N/A
-1995199671	compact /u /i /a /f /q /s "%systemroot%\\*.*" && compact /u /i /a /f /q /s "%programfiles%\\*.*" && compact /u /i /a /f /q /s "%programfiles(x86)%\\*.*" && compact /u /i /a /f /q /s "%programdata%\\*.*"
-1993291436	Твік інвертує кольори Командного вікна, замінюючи білий на чорний, а чорний на білий, додаючи cmd і PowerShell 5% прозорості.\r\n\r\nТакож твік робить більш акуратним вигляд контекстного меню, замінюючи гігантські стрілочки невеликими, замінюючи жирні розділові смуги акуратними та тонкими смужками.
-1993144261	SOFTWARE\\Classes\\SystemFileAssociations\\video
-1993067512	{0}\\steamapps\\temp
-1992514942	\n
-1992021960	Кино и ТВ
-1991838042	OptOldDriversDeleted2
-1990827347	Ich verwende keine Windows-Designs / verwende sie jedoch, ohne zu ändern
-1990383328	Пожалуйста, подождите
-1989454881	VirusTotalFilename
-1988037562	\\s+
-1987807182	Add item «Get Hash» to files context menu
-1987214519	Wenn Sie "Ja" klicken, Tweaks werden automatisch angewendet.\r\n\r\nWenn Sie "Nein" klicken, das Programm wird einfach Häkchen in Übereinstimmung mit der Importdatei gesetzt.
-1986134939	Serv14
-1985511321	There is no dupes at all
-1984317058	Запам'ятати вибір встановлених галочок у Очищенні
-1984219966	Versteckte / Stille Schlüssel Win 10 Tweaker
-1983834361	530
-1982588178	HKLM\\Software\\Policies\\Microsoft\\Windows NT\\CurrentVersion\\Software Protection Platform!NoGenTicket
-1982434449	Reinigung den NVIDIA-Installationscache (Installer2) und MS Office (MSOCache)
-1982106245	User Data
-1982102760	PopupReboot
-1981530228	Обнаружены дубликаты драйверов.\r\nУдалить их перед экспортом?
-1981277914	RemoveAllAppsPleaseWait
-1980503294	AutoDownload
-1979964892	DefaultTTL
-1979061568	Добавляет в контекстное меню Компьютера следующие ссылки:\r\n\r\n• Администрирование\r\n• Безопасный режим\r\n• Диспетчер устройств\r\n• Панель управления\r\n• Программы и компоненты\r\n• Редактор групповой политики\r\n• Редактор реестра\r\n• Службы\r\n• Управление дисками
-1978004531	AboutAuthor
-1976084872	HKLM\\SOFTWARE\\Policies\\Microsoft\\FindMyDevice!AllowFindMyDevice
-1975945063	Videovorschau korrigieren
-1975454947	Ви ввели некоректний e-mail
-1975438874	StartupShortcut1
-1974694028	DeviceAssociationBrokerSvc
-1973717230	Confirm Extensions Import?
-1973620138	Wiederherstellung des ursprünglichen Zustands der Windows-Dienste
-1973108176	Rebofresh1
-1972821263	Microsoft хотіла б знати, чи добре у вас виходить користуватися програмами. Висновок вона робить на зборі всіх даних усієї активності в будь-якій встановленій програмі.
-1972652579	Check76
-1972237391	interface4
-1972109715	DropFileHereVT
-1972053078	SmCaptionFont
-1971972168	Clearing installed games cache, Steam cache (if any there), NVIDIA/AMD/Intel videocard cache.
-1970258875	MixedRealityOpenXRSvc
-1970216090	Add to Desktop «This PC» icon, not a shortcut.
-1970082454	Нормальный цвет всплывающей подсказки
-1969637132	SaveCleanerCheks
-1969436058	Dadurch wird die Größe Tasten reduziert Minimieren/ Maximieren/ Schließen in Fenstern auf 20%
-1969272905	%WINDIR%\\system32\\unregmp2.exe /HideWMP /SetShowState
-1968673606	*\\shellex\\ContextMenuHandlers\\ModernSharing
-1967758932	, 
-1967559464	Даний твік видаляє ваш рекламний ідентифікатор та можливість взагалі показувати вам рекламу.
-1967159633	0200
-1967042691	winlogon.exe
-1966946882	MenuLabel2
-1966736982	SeaSkin
-1966405251	\\wuauserv
-1965413391	Reinigung RAM
-1964983829	распространение-сертификата
-1964937661	Clearing Windows system journals
-1964512905	\\Microsoft\\Windows\\Power Efficiency Diagnostics
-1964089618	Данный пункт содержит в себе следующие службы:
-1964012491	Contact
-1964011715	Specify the directory you'd like to scan to:
-1963984512	ShowCortanaButton
-1963963487	Folder\\shell\\pintohome\\command
-1963246858	Переключать раскладку клавиатуры по Ctrl + Shift
-1963206403	\\NVIDIA Corporation\\NV_Cache
-1963066862	checkboxcleaner2
-1962864801	contextmenu9
-1962078928	ProgramsAndFeatures
-1961867490	GBSize
-1961512851	system9
-1961493705	Количество удалённых объектов
-1961461341	Serv16
-1960147017	Завантажити на ImgBB
-1959547447	DevQueryBroker
-1959463618	Переключатель включён
-1959090381	Getstarted_text
-1958440709	Ich habe schon ein Pro Version
-1958254107	StartupConfirm1
-1958078436	Безпечний режим з підтримкою мережі
-1958003581	Объекты, которые вы здесь видите, запускаются при каждом включении компьютера
-1957113470	TMP
-1956070337	https://win10tweaker.ru/changelog
-1956015138	serv19
-1955374915	\\Steam\\logs
-1954921699	Центр отзывов
-1954573578	RAMCleanMode3
-1954526790	Default monitor
-1954392092	SOFTWARE\\Policies\\Microsoft\\Windows\\Windows Search
-1952619202	"=
-1951558131	Interface8
-1950604465	Check53
-1949132633	SettingsItemlabel05
-1949035541	is running in Windows 7 compatibility mode
-1948231126	, false
-1947612547	Download speed:
-1947280058	.gif
-1947252304	Check35
-1946834843	Firewall_Allow
-1945596702	WdiContextLog
-1945201998	dllfile\\shell\\runas
-1945070362	Interface13
-1944879228	.obj
-1944790882	Ця кнопка відновить оригінальний розмір папки WinSxS
-1943856992	https://www.microsoft.com/en-us/IEGallery/GoogleAddOns
-1943832719	агент-политики-ipsec
-1942662311	wuauserv
-1942510451	BDESVC
-1942186551	LeftPanel
-1942095748	SOFTWARE\\Classes\\WMP11.AssocFile.WMV\\shell\\Enqueue
-1942077103	рабочие-папки
-1941885382	Windows 10 hat von Microsoft ein signiertes Modul. Seine Aufgabe ist: es kramt in den Ordner Ihres Profils herum und sucht nach interessanten Informationen. Dieser Tweak verhindert solches Verhalten von Microsoft.\r\n\r\nDer Tweak deaktiviert auch «Chronology» und «virtuelle Desktops». Entweder einfach so oder mit einem Spion.
-1941710821	у середньому
-1940880655	ChooseCompressionMethod
-1940859630	\\Acronis\\TrueImageHome\\Logs
-1940796555	is currently installed
-1940302140	\\Microsoft\\Windows\\WER\\ReportQueue
-1939647045	StartupConfirm1
-1939477713	Я не користуюся Магазином Windows та його програмами
-1939450782	Додати Очищення в контекстне меню Кошику
-1938739986	.wrl
-1938697681	Der Programmentwickler: ХрисТ
-1938352096	RestoreSystem8
-1938183896	Ні
-1937479472	TipOptimization
-1936070624	Export von Dateiendungen
-1935881399	Трей-очистка ОЗУ
-1935534207	HKLM\\Software\\Policies\\Microsoft\\PCHealth\\ErrorReporting!DoReport
-1934897043	YouTubeMainLabel3
-1933524321	LabelTextBox
-1933520173	Вимкнення
-1932853072	{0}: {1}
-1932773700	Если вы отключили Защитника Windows и сопутствующие ему приблуды, стоит свести на нет дополнительные службы, работающие в фоне, напрямую не связанные с Защитником, но связанные с безопасностью Windows.
-1932669441	people
-1932592898	SafeModeCMD
-1932230981	LeftMenu9
-1931548453	Deaktivieren die Überprüfung der Anforderungen durch Feedback
-1931544466	Отключение сбора данных через события планировщика
-1931423580	Я не позволяю удалённо управлять своим компьютером
-1930992840	HKLM\\Software\\Policies\\Microsoft\\Windows\\LocationAndSensors!DisableWindowsLocationProvider
-1929351789	SysInfo3
-1929142108	RAMContextMenuClose
-1928413377	\\WinSxS\\amd64_microsoft-windows-edgechromium_31bf3856ad364e35_10.0.19041.985_none_dd6cab49bac9dc87
-1928308656	RemovePermanently2
-1927869242	Serv10
-1927803160	Client-ID 7476316c320ba07
-1927565060	Given that you have a laptop, you might want to use Windows Hello and sign in with your fingerprint / face recognition. If not, feel free to mark this to disable.
-1927282812	Show/Hide System data
-1927230628	GBSize
-1927048357	Отключение всех типов синхронизаций Windows
-1926466374	LocalGroupPolicyEditor
-1925616654	Эта кнопка восстановит оригинальный размер всех системных файлов
-1925096306	system1
-1924450944	Serv15
-1924066507	Я не використовую режим планшета, у мене настільний ПК / ноутбук
-1923924777	{0}\\{1}{2}>1000
-1922607854	serv2
-1922276667	segoeuil.ttf
-1922202561	MenuLabel5
-1921191458	PersonalF8
-1921006725	Check45
-1920888844	Hier können Sie Objekte sehen, die bei jedem Einschalten des PCs mit Windows ausgeführt werden.\r\n\r\nWenn Sie mit der Maus über das Objekt fahren, wird der vollständige Pfad angezeigt.\r\n\r\nUm ein Objekt zu aktivieren oder-/deaktivieren, klicken Sie einfach auf seinen Namen.
-1920254384	StartupGrayTip
-1920213799	OptBack
-1919420873	\\Microsoft\\Diagnosis\\ETLLogs
-1919231940	RemoveAllPermanently1
-1919073162	.exe
-1919062029	for
-1918850263	contextmenu3
-1918377740	MainPanel1
-1918223684	WindowsCamera_
-1918030029	No
-1917755520	Serv30
-1917389786	Segoe UI
-1917234644	AbandonedMutexException
-1915973688	У Планувальнику завдань є цілий ряд служб, які після своєї роботи збирають дані про свою роботу та відправляють їх у Microsoft. Даний твік зупинить та відключить цю поведінку.
-1915693556	GlobalError1
-1915386448	автономные-файлы
-1915011028	Dieser Tweak ist schon angewendet
-1914853977	BingWeather_
-1914558117	serv18
-1914497720	Останнє вимикання:
-1914085127	aab7c4
-1913939303	UploadOnImgur
-1913923935	RAMContextMenuWidget
-1913759993	Recent Command
-1913688743	OptCloseConfirm
-1912819592	*\\shell\\
-1912383280	YouTubeMainLabel3
-1912315347	serv17
-1912073118	OptFreeUp1
-1911631422	Informationen über diesen Laptop
-1911618528	Это ваше первое включение нейросети на этой Windows. Искусственному интеллекту Win 10 Tweaker необходимо обучиться, чтобы самому определять мусорные каталоги. Обучение может занять несколько минут.\r\n\r\nПриступаем?
-1911190069	ShowFrequent
-1911094302	Ram30
-1910961547	System9
-1910953407	Confidentiality12
-1910649189	ContextMenu14
-1910380387	Win 10 Tweaker обнаружил, что у вас есть FastStone Capture. Можно сделать его редактором изображений по умолчанию по пункту Изменить на изображениях.
-1910312446	Поставити всі галочки
-1910182990	Prozessor:
-1909239750	CortanaConsent
-1908575475	*
-1908280412	System16
-1907644168	EnableVirtualization
-1907213251	\\Acronis\\SyncAgent\\logs
-1907000781	system9
-1905601939	Segoe UI Light (TrueType)
-1903714729	vbox
-1903461470	47556D
-1903186560	system9
-1902075323	serv31
-1901720894	Invalid e-mail
-1901433257	\\RegEdit
-1900686783	lmhosts
-1900322894	"%programFiles%\\Windows Mail\\Wab.exe" /CreateContact "%1"
-1900159104	Music
-1899942931	Системна інформація
-1899777346	vmicvmsession
-1899214860	Check23
-1899155643	MaxSize_old
-1899018833	\\CrashDumps
-1898961123	NeuralNetworkTryLater
-1898675217	First Run
-1898050501	HideDrivesWithNoMedia
-1898032284	CaptionFont
-1897983738	ShutdownItem
-1897894737	serv8
-1896117311	serv27
-1895776525	serv17
-1894538384	Виджет
-1894093169	wait
-1893937663	Отказаться
-1893807576	*.regtrans-ms
-1892716188	7
-1891061274	Магазин Windows
-1890963035	SCardSvr
-1890475584	By default on Windows startup, temporary delay for startup programs is on. Tweak disables this disservice.
-1888180737	служба-системы-push-уведомлений-windows
-1887950677	*.inf
-1887638319	;
-1887278727	https://win10tweaker.com/InfoChecker.php?key=uploadee
-1886943941	EnableExpressiveInputShellHotkey
-1886666764	E:\\
-1885695485	MenuFont
-1885358089	NgcCtnrSvc
-1885112990	_os
-1884957184	NeuralNetworkNeed
-1884385292	RetailDemo
-1883955279	{0}\\steamapps\\libraryfolders.vdf
-1883934241	{e2bf9676-5f8f-435c-97eb-11607a5bedf7}
-1883756239	compress1
-1883638818	Calibri
-1883588997	If you don't use passwords, pin codes, fingerprints and Windows Hello, you can disable the basic service responsible for authorizing in Windows.
-1883099586	StorSvc
-1882164906	SOFTWARE\\Classes\\SystemFileAssociations\\video\\shell\\Play
-1882156815	schtasks /create /tn "
-1882124451	Imageres.dll,109
-1881380565	\\catroot2\\edbres00001.jrs
-1879907272	RAMCleanMode1
-1879412643	SysInfoUSB
-1878464416	\\Notifications\\Settings\\Windows.SystemToast.SecurityAndMaintenance
-1877958654	ttcfile\\
-1877861150	Microsoft hat eine neue Funktion experimenteller Aktionen auf dem Benutzer-PC entwickelt. Wenn Ihnen das nicht gefällt, dass an Ihnen experimentiert wird oder experimentiert werden kann, verwenden Sie dieser Tweak.
-1876897356	AppInstalled1
-1876783692	English
-1876729772	Schalttafel
-1876720513	RestoreContextMenu10
-1876068953	VirusTotalPNG
